communityname,state,population,householdsize,racepctblack,racepctwhite,racepctasian,racepcthisp,numburban,pcturban,medincome,pctwwage,pctwpubasst,pctwretire,medfaminc,percapinc,whitepercap,blackpercap,indianpercap,asianpercap,otherpercap,hisppercap,numunderpov,pctpopunderpov,pctless9thgrade,pctnothsgrad,pctbsormore,pctunemployed,pctemploy,pctemplmanu,pctemplprofserv,pctoccupmanu,pctoccupmgmtprof,malepctdivorce,malepctnevmarr,femalepctdiv,totalpctdiv,persperfam,pctfam2par,pctkids2par,pctyoungkids2par,pctimmigrecent,pctspeakenglonly,pctnotspeakenglwell,pctlarghousefam,pctlarghouseoccup,pctpersownoccup,pctpersdensehous,pcthousless3br,mednumbr,housvacant,pcthousoccup,pcthousownocc,pctvacantboarded,pctvacmore6mos,medyrhousbuilt,pcthousnophone,pctwofullplumb,ownocclowquart,ownoccmedval,ownocchiquart,ownoccqrange,rentlowq,rentmedian,renthighq,rentqrange,medrent,medrentpcthousinc,medowncostpctinc,medowncostpctincnomtg,numinshelters,numstreet,pctforeignborn,pctbornsamestate,pctsamehouse85,pctsamecity85,pctsamestate85,policreqperoffic,landarea,popdens,pctusepubtrans,lemaspctofficdrugun,murders,murdperpop,rapes,rapesperpop,robberies,robbbperpop,assaults,assaultperpop,burglaries,burglperpop,larcenies,larcperpop,autotheft,autotheftperpop,arsons,violentcrimesperpop,city,mayor,statename,party affiliation
Gulfportcity,MS,40775,2.58,28.59,69.89,0.92,1.55,40775,100.0,21174,72.02,9.1,19.04,25387,11451,13571,6423,18283,6592,5316.0,7106,7877,20.32,8.91,25.24,18.29,7.69,54.66,11.03,26.32,14.95,26.8,15.07,30.39,17.42,16.27,3.06,60.68,55.52,70.64,9.34,95.62,0.41,5.07,3.36,58.12,4.05,50.37,2,2439,86.63,56.7,3.24,35.88,1965,8.48,0.29,37300,52100,75200,37900,204,274,344,140,343,25.9,21.5,12.4,68,1,2.07,60.43,50.64,78.82,83.74,,23.4,1740.1,0.2,0.0,4,6.03,29.0,43.69,86.0,129.57,143.0,215.45,473.0,712.65,2127.0,3204.66,165.0,248.6,21.0,394.74,Gulfport,Billy Hewes,Mississippi,
Fremontcity,OH,17648,2.65,7.73,86.42,0.16,9.5,0,0.0,25385,75.78,9.69,16.11,30516,11267,11766,8166,16970,2673,7664.0,7666,2511,14.66,8.68,26.83,10.41,10.08,56.91,35.32,21.3,28.65,18.25,11.48,29.35,14.77,13.26,3.19,65.47,63.43,65.39,5.24,92.49,1.03,5.84,3.97,62.5,2.27,43.15,3,351,94.99,60.68,1.99,35.33,1941,7.68,0.37,38500,48400,61500,23000,198,266,328,130,357,24.0,15.0,12.3,8,0,1.3,80.84,58.92,87.07,93.57,,6.4,2753.9,0.53,0.0,0,0.0,5.0,27.45,16.0,87.85,41.0,225.13,148.0,812.65,753.0,4134.64,43.0,236.11,7.0,340.43,Fremont,Lily Mei,Ohio,Democrat
Midlandcity,MI,37819,2.57,1.72,95.56,1.92,1.67,0,0.0,39087,79.66,5.61,17.36,49387,19347,19367,20207,8298,20983,13438.0,15115,3388,9.26,4.43,11.52,42.21,4.97,61.64,38.7,25.58,7.02,43.51,6.31,28.34,10.54,8.53,3.02,82.21,82.29,90.91,25.83,94.49,0.4,3.03,2.18,75.19,1.05,36.29,3,629,95.9,69.0,1.11,24.17,1964,2.05,0.08,51700,74200,111600,59900,284,370,451,167,422,25.2,16.8,11.2,17,0,4.44,66.69,49.31,72.29,85.62,,28.2,1341.7,0.29,0.0,0,0.0,,,10.0,25.13,46.0,115.61,110.0,276.47,945.0,2375.09,32.0,80.43,6.0,,Midland,Lori Blong,Michigan,
Laurelcity,MS,18827,2.59,48.1,51.62,0.16,0.4,0,0.0,16997,63.58,15.06,17.19,20873,11208,16980,5021,235,10085,0.0,2835,5559,30.18,14.55,36.81,18.14,9.03,46.67,19.36,28.81,16.96,26.1,11.48,29.67,14.38,13.13,3.19,54.87,46.84,60.02,25.58,96.86,0.34,8.25,5.6,59.89,4.89,40.02,3,1114,86.71,60.85,4.58,55.83,1957,12.72,1.16,28200,42400,64800,36600,103,168,250,147,256,27.4,20.2,13.8,5,0,0.46,83.02,52.95,88.1,94.0,,15.9,1180.5,0.0,0.0,3,15.34,15.0,76.69,55.0,281.19,,,448.0,2290.39,1179.0,6027.61,104.0,531.7,8.0,,Laurel,,Mississippi,
MountVernoncity,NY,67153,2.67,55.3,39.76,1.84,7.8,67153,100.0,34850,78.36,9.57,15.5,41120,15835,19012,13783,16171,15398,11258.0,11833,7823,11.8,11.54,29.22,20.41,7.41,60.93,12.13,31.02,11.64,27.42,9.61,37.7,13.81,11.96,3.25,57.46,50.89,67.87,13.57,80.18,4.15,8.48,5.7,41.6,8.62,66.37,2,1057,95.97,36.76,5.39,41.25,1939,5.0,0.54,168200,227200,291000,122800,354,480,626,272,532,24.5,23.6,16.6,112,0,21.8,57.98,65.5,86.36,93.34,,4.5,14786.2,25.7,0.0,5,7.61,31.0,47.15,436.0,663.2,479.0,728.61,961.0,1461.77,1628.0,2476.35,922.0,1402.45,27.0,1446.56,Mount Vernon,Shawyn Patterson-Howard,New York,
Raytowncity,MO,30601,2.41,3.25,95.34,0.51,1.44,30601,100.0,32002,75.99,3.48,20.71,37794,14914,15065,13223,10858,7762,13060.0,12058,1447,4.78,4.62,15.17,18.13,3.91,63.66,14.43,22.84,12.09,26.24,9.7,21.15,13.09,11.53,2.86,76.36,74.31,85.99,5.44,96.69,0.34,2.46,1.76,79.07,0.8,34.08,3,519,96.07,75.03,0.39,24.08,1962,0.69,0.15,51700,63900,78500,26800,289,352,422,133,427,23.1,17.3,11.4,0,0,1.08,69.21,60.29,88.44,92.55,,10.3,2981.4,0.96,0.0,0,0.0,6.0,19.87,40.0,132.45,36.0,119.21,241.0,798.01,671.0,2221.85,132.0,437.09,23.0,271.52,Ray,Mark McBrayer,Missouri,Republican
Natchitochescity,LA,16609,3.11,49.86,48.46,0.67,1.24,0,0.0,14509,66.06,17.48,14.63,16407,7371,10918,3891,15156,6203,5415.0,6267,5616,39.79,17.18,32.7,22.05,14.52,46.72,10.92,37.62,13.25,25.35,7.88,47.58,13.5,11.04,3.31,51.34,42.01,45.91,12.24,97.09,0.34,8.31,5.66,54.32,5.7,44.54,3,756,87.59,53.87,5.95,64.68,1967,12.03,0.53,33400,49800,70200,36800,118,207,275,157,305,35.1,22.1,15.8,0,0,0.89,82.59,48.81,75.89,93.04,,10.5,1585.4,0.0,0.0,1,5.93,8.0,47.43,35.0,207.51,89.0,527.66,309.0,1831.98,727.0,4310.19,56.0,332.01,0.0,788.52,Natchitoches,,Louisiana,
Lebanoncity,OH,10453,2.62,3.2,95.56,0.72,0.47,0,0.0,27095,79.84,5.12,16.84,31528,12464,12614,8284,12930,13034,3161.0,2993,881,8.65,10.83,25.0,16.09,1.93,64.82,17.82,21.1,15.17,24.3,10.67,21.87,15.6,13.33,3.04,74.48,73.3,87.29,0.0,97.5,0.25,2.96,2.15,57.73,2.3,52.22,2,129,96.87,54.68,0.0,30.23,1965,6.96,0.17,57200,69800,93100,35900,272,333,387,115,410,23.5,20.1,11.1,0,0,0.8,75.12,42.98,79.58,91.81,,9.6,1087.9,0.14,0.0,0,0.0,20.0,170.98,9.0,76.94,17.0,145.34,118.0,1008.81,410.0,3505.17,23.0,196.63,1.0,393.26,Lebanon,,Ohio,
Pariscity,TX,24699,2.52,22.12,75.92,0.56,1.16,0,0.0,18743,64.84,12.11,16.49,23486,10038,11365,5690,10716,5264,7088.0,10583,6042,25.43,15.06,34.74,14.37,8.5,49.81,22.07,27.28,20.96,22.35,11.9,25.73,14.51,13.34,3.03,64.79,58.47,70.02,34.43,96.89,0.46,4.31,2.91,57.99,3.71,50.08,2,1385,87.62,59.31,11.19,50.4,1965,11.67,0.73,22900,37100,58200,35300,175,261,325,150,340,29.8,17.1,14.1,7,0,1.35,78.5,55.03,82.71,93.72,,28.2,876.6,0.0,0.0,3,11.99,21.0,83.96,42.0,167.92,380.0,1519.27,552.0,2206.94,1725.0,6896.69,140.0,559.73,14.0,1783.14,Paris,,Texas,
Hawthorneborough,NJ,17084,2.5,0.42,97.93,1.0,3.1,17084,100.0,43109,77.8,1.6,17.26,49551,19342,19284,109500,40500,13815,21236.0,24850,583,3.42,10.55,22.97,22.52,3.95,64.06,18.96,21.16,11.75,32.61,6.24,28.51,8.59,7.51,3.03,83.95,82.79,95.26,7.46,83.48,2.28,3.51,2.47,71.08,1.33,46.79,3,224,96.82,65.67,1.34,42.41,1947,0.42,0.3,165200,191000,236700,71500,546,667,778,232,737,26.6,25.2,15.7,0,0,10.75,71.59,67.82,82.28,93.45,,3.5,4854.5,3.69,0.0,0,0.0,5.0,27.52,5.0,27.52,4.0,22.01,84.0,462.3,282.0,1552.01,23.0,126.58,0.0,77.05,Hawthorneborough,,New Jersey,
DeSotocity,TX,30544,2.84,20.83,75.97,1.13,4.98,30615,100.0,45550,91.28,2.48,10.73,50913,18093,18964,14642,17155,28987,10362.0,12879,1202,3.98,3.23,12.0,29.36,4.11,75.58,13.27,22.08,8.28,34.96,8.29,22.49,12.61,10.56,3.17,80.68,79.11,90.15,5.59,94.0,0.64,3.71,3.03,73.81,2.82,28.21,3,896,92.31,69.36,0.22,32.48,1981,2.61,0.27,79800,95700,123900,44100,360,428,534,174,497,23.5,23.2,12.9,0,0,2.86,67.07,42.2,78.78,90.04,,22.4,1365.5,0.78,0.0,0,0.0,9.0,25.31,33.0,92.8,56.0,157.48,411.0,1155.76,1100.0,3093.28,162.0,455.56,9.0,275.58,De Soto,Not Found,Texas,
SunPrairiecity,WI,15333,2.74,0.67,98.15,0.56,1.0,0,0.0,35301,86.0,3.28,12.43,40271,14268,14421,6933,7004,8490,9616.0,10474,475,3.13,5.76,16.07,20.89,2.75,74.66,18.31,20.21,15.89,25.41,7.61,27.17,11.62,9.73,3.17,77.92,78.09,86.21,8.33,96.18,0.27,3.88,2.89,61.95,1.57,40.4,3,113,98.02,56.32,1.77,14.16,1970,1.28,0.09,63300,74400,91100,27800,363,433,491,128,465,23.6,19.4,12.7,0,0,1.1,76.77,47.61,78.12,89.62,,7.3,2105.1,0.24,0.0,0,0.0,4.0,22.79,0.0,0.0,9.0,51.29,69.0,393.21,661.0,3766.81,27.0,153.86,6.0,74.08,Sun Prairie,,Wisconsin,
Hendersonvillecity,TN,32188,2.81,2.33,96.7,0.56,0.83,32188,100.0,38068,87.61,2.04,13.14,41985,16010,16111,13739,11716,9763,7343.0,9042,1437,4.49,5.33,16.66,21.1,3.69,71.42,14.93,21.16,11.03,30.94,8.09,22.58,12.37,10.34,3.13,82.54,80.04,90.49,20.3,96.97,0.27,2.95,2.37,76.51,1.04,27.86,3,1031,91.73,72.81,0.87,32.78,1975,2.7,0.0,68400,86300,118900,50500,341,399,486,145,496,25.3,21.2,11.9,0,0,1.85,54.52,44.72,65.08,81.73,,22.9,1407.8,1.08,0.0,0,0.0,11.0,29.57,13.0,34.95,125.0,336.04,217.0,583.36,712.0,1914.08,4.0,10.75,1.0,400.56,Hendersonville,Jamie Clary,Tennessee,
BoyntonBeachcity,FL,46194,2.28,20.12,77.74,0.63,6.76,46237,100.0,28824,61.44,4.35,22.53,34186,16668,19104,7688,12982,15533,11181.0,10160,4367,9.59,9.6,26.93,16.36,5.26,50.58,7.46,22.58,8.72,24.55,9.4,24.14,12.08,10.86,2.75,65.86,58.86,76.65,14.23,83.66,2.88,5.0,3.27,74.16,4.84,72.66,2,5252,79.44,76.45,1.43,24.47,1976,2.71,0.33,62900,79400,103700,40800,427,537,625,198,632,28.1,23.4,11.9,16,12,12.49,22.11,48.19,72.79,79.61,,15.7,2945.3,1.04,0.0,4,7.69,15.0,28.84,201.0,386.45,486.0,934.4,972.0,1868.8,2358.0,4533.57,422.0,811.35,6.0,1357.38,Boynton Beach,Ty Penserga,Florida,
Raritantownship,NJ,15616,2.83,0.79,96.23,2.5,1.9,0,0.0,61524,89.13,1.45,10.99,66461,24637,24568,36042,480000,18511,15913.0,13756,356,2.31,3.8,10.04,42.03,2.46,74.58,19.18,23.2,7.33,39.63,6.05,23.73,8.14,7.12,3.15,91.65,90.57,98.02,18.02,92.59,0.34,3.73,2.99,87.81,0.6,35.41,3,351,94.03,85.76,0.57,60.97,1982,0.33,0.39,152800,211600,278600,125800,529,742,904,375,857,24.4,28.1,15.8,19,0,6.01,54.63,42.4,56.97,82.95,,39.2,398.2,1.55,0.0,0,0.0,1.0,6.26,1.0,6.26,7.0,43.79,49.0,306.56,296.0,1851.85,13.0,81.33,0.0,56.31,Raritan,,New Jersey,
TraverseCitycity,MI,15116,2.45,0.23,98.08,0.58,0.69,0,0.0,27373,73.39,4.71,16.77,34413,14636,14782,7210,6792,5843,2500.0,7740,1258,8.7,6.31,15.93,28.71,4.19,61.79,11.34,29.72,10.15,31.8,10.13,33.7,14.36,12.44,2.95,74.12,73.84,86.24,2.77,96.13,0.27,4.05,2.44,66.44,0.99,45.03,3,353,94.6,61.69,3.12,38.53,1949,0.97,0.57,49900,64700,86800,36900,287,389,465,178,439,27.1,20.9,13.8,71,0,2.15,78.94,49.44,74.22,92.38,,8.2,1838.9,0.83,0.0,0,0.0,,,2.0,12.67,32.0,202.75,98.0,620.92,653.0,4137.36,13.0,82.37,2.0,,Traverse City,,Michigan,
Rockwallcity,TX,10486,2.69,3.73,93.69,0.74,4.5,10488,100.0,44130,85.85,1.88,13.46,51424,20529,21389,5695,14109,1550,7883.0,9370,782,7.64,5.83,13.65,36.96,4.58,67.3,16.18,24.17,5.83,41.77,8.12,21.78,10.72,9.47,3.06,83.3,81.14,92.19,1.34,94.1,0.98,3.39,2.62,70.97,3.03,36.17,3,467,89.29,68.35,1.28,47.75,1980,4.55,0.16,79600,118600,155200,75600,334,441,594,260,543,24.5,23.6,12.5,0,0,2.85,56.52,39.47,54.76,85.58,,15.2,690.4,0.56,0.0,0,0.0,4.0,28.67,10.0,71.67,41.0,293.86,87.0,623.57,321.0,2300.75,27.0,193.52,7.0,394.21,Rockwall,,Texas,
Meridiancity,MS,41036,2.54,45.35,53.97,0.44,0.57,0,0.0,18004,67.92,12.46,15.17,23245,10670,15261,5148,1866,25286,7824.0,9695,11060,27.76,13.01,31.39,15.85,9.45,51.77,15.97,26.6,14.82,24.85,12.41,31.15,15.74,14.29,3.11,54.92,48.53,58.0,12.23,97.61,0.13,6.2,4.14,58.4,4.22,45.87,3,1570,91.15,57.69,4.71,50.83,1961,10.34,0.98,31600,45900,67200,35600,124,213,295,171,284,26.5,18.3,12.9,29,24,0.46,79.02,56.39,85.84,91.15,,36.9,1111.6,0.52,0.0,7,16.26,19.0,44.13,78.0,181.16,88.0,204.39,495.0,1149.69,1222.0,2838.23,119.0,276.39,10.0,445.94,Meridian,Robert E. Simison,Mississippi,
NewPortRicheycity,FL,14044,2.17,0.48,98.32,0.58,2.03,14044,100.0,18514,55.7,5.54,27.24,22576,11294,11302,9274,3739,15348,16409.0,8119,1969,14.61,10.26,32.74,8.24,5.97,43.13,6.37,27.3,11.33,21.43,12.76,20.47,14.92,13.98,2.65,65.16,62.76,78.28,2.82,92.14,0.68,2.2,1.31,64.29,2.12,82.39,2,1347,82.78,64.78,0.74,35.63,1974,5.76,0.2,40300,50400,66100,25800,271,314,350,79,372,29.5,23.6,11.2,3,9,4.8,17.37,44.9,69.85,79.05,,4.4,3224.1,0.0,0.0,0,0.0,0.0,0.0,16.0,104.43,64.0,417.7,288.0,1879.65,636.0,4150.89,47.0,306.75,4.0,522.13,New Port Richey,,Florida,
LowerAllentownship,PA,15254,2.6,5.43,92.39,1.49,1.62,14221,93.23,37461,73.92,2.88,26.81,44456,18304,19413,2510,26682,8437,2455.0,9649,486,3.65,5.07,16.98,24.0,2.17,54.63,9.13,22.76,10.71,30.89,9.83,32.84,10.89,10.35,2.82,80.66,78.14,86.79,18.02,94.25,0.61,1.81,1.21,74.86,0.56,39.94,3,257,95.8,68.72,0.78,14.01,1963,0.53,0.13,68800,85400,108200,39400,326,434,529,203,524,23.7,17.4,10.8,0,0,2.18,78.89,57.11,71.76,92.38,,10.7,1431.1,1.1,0.0,0,0.0,2.0,12.89,4.0,25.78,9.0,58.01,34.0,219.16,363.0,2339.82,7.0,45.12,0.0,96.69,Lower Allen,,Pennsylvania,
Willingborotownship,NJ,36291,3.29,56.07,39.68,1.92,5.3,36291,100.0,47121,91.96,4.48,25.01,48756,15774,17385,14957,9258,10673,11666.0,12254,1614,4.47,2.84,15.27,19.78,5.61,71.26,16.19,24.88,13.08,25.62,7.27,31.31,12.43,9.98,3.5,75.95,66.38,90.56,4.63,88.56,1.27,10.09,8.84,92.36,2.68,7.02,3,192,98.29,93.63,7.81,38.02,1964,1.82,0.2,82700,95800,116700,34000,595,699,813,218,910,28.8,22.1,13.5,0,0,6.67,34.71,62.87,78.11,87.74,,8.0,4547.1,4.94,0.0,1,2.69,10.0,26.92,34.0,91.52,64.0,172.28,273.0,734.88,810.0,2180.41,184.0,495.3,18.0,293.41,Willingboro,Kaya McIntosh,New Jersey,
RidgefieldParkvillage,NJ,12454,2.51,2.03,91.38,4.24,9.56,12454,100.0,42464,82.03,4.92,13.84,50134,19507,19778,12014,0,16232,19228.0,23310,634,5.1,8.4,21.54,21.32,4.59,68.04,16.31,19.22,11.11,30.53,6.61,33.83,9.38,8.07,3.14,80.93,78.46,93.38,11.77,81.65,2.61,5.87,3.93,62.65,2.92,54.47,2,159,96.9,54.22,1.89,52.2,1939,0.81,0.18,150100,172800,197100,47000,508,641,749,241,694,27.1,24.3,13.6,0,0,14.32,56.21,65.9,85.88,91.03,,1.8,6943.6,12.87,0.0,0,0.0,0.0,0.0,2.0,15.9,7.0,55.64,21.0,166.93,127.0,1009.54,32.0,254.37,1.0,71.54,Ridgefield Parkvillage,,New Jersey,
Emmetttownship,MI,10764,2.62,1.2,96.79,0.76,1.37,7265,67.6,30200,78.38,10.29,18.77,34723,13424,13608,7416,2154,8815,16932.0,8926,1261,11.94,8.18,24.27,10.88,8.18,58.07,28.21,19.5,19.45,21.21,12.55,23.81,13.43,13.0,3.01,77.13,74.77,82.39,27.08,95.74,0.28,3.24,2.41,84.08,1.83,42.82,3,191,95.55,81.9,2.09,29.84,1959,3.58,0.61,31700,50000,72100,40400,256,314,395,139,408,26.4,15.2,14.0,0,0,2.23,76.66,61.0,86.76,92.7,,33.4,322.2,0.0,0.0,1,9.04,,,16.0,144.69,53.0,479.29,149.0,1347.44,403.0,3644.42,35.0,316.51,16.0,,Emmett,,Michigan,
Hinghamtown,MA,19821,2.87,0.46,98.47,0.81,0.83,18865,95.18,60274,81.7,3.98,17.1,66386,25726,25749,28082,14188,26938,17316.0,15831,519,2.64,1.32,5.83,48.2,5.9,64.66,10.4,30.21,5.07,45.56,4.39,30.22,7.99,6.27,3.26,86.79,86.72,96.71,3.75,94.79,0.27,4.69,3.69,87.64,0.27,26.64,3,246,96.56,84.02,1.63,39.43,1953,0.12,0.17,186400,241300,326300,139900,428,662,874,446,783,26.1,21.2,14.7,27,0,4.57,72.6,68.35,82.53,94.14,,23.3,851.4,9.33,0.0,0,0.0,3.0,14.23,4.0,18.98,1.0,4.74,127.0,602.52,328.0,1556.12,37.0,175.54,0.0,37.95,Hingham,,Massachusetts,
ElDoradocity,AR,23146,2.53,37.7,61.68,0.32,0.48,0,0.0,19205,67.87,10.45,16.75,24357,11408,15249,5147,4971,13996,24600.0,5886,5581,24.83,10.86,32.44,16.25,7.53,51.51,21.73,22.81,17.68,23.44,11.15,25.2,13.99,12.73,3.05,62.36,55.34,68.6,11.05,97.87,0.44,5.22,3.56,63.43,4.23,49.87,3,1111,89.18,64.14,3.6,55.27,1957,14.49,0.43,28600,42300,63700,35100,135,197,275,140,310,28.1,18.1,14.0,0,0,0.78,74.38,60.45,85.9,92.2,,16.2,1429.8,0.2,0.0,4,16.54,11.0,45.49,47.0,194.38,63.0,260.55,407.0,1683.21,1048.0,4334.16,59.0,244.0,3.0,516.96,El Dorado,,Arkansas,
Westbrookcity,ME,16121,2.54,0.61,98.44,0.57,0.48,16121,100.0,29833,80.19,6.53,18.74,35436,13266,13290,14082,9122,10567,11500.0,3814,1550,9.67,7.46,21.1,13.37,4.97,66.06,20.26,21.26,16.9,21.16,9.44,27.83,13.65,11.7,2.99,71.97,70.01,80.0,6.9,91.07,1.08,2.63,1.87,64.08,1.01,50.26,2,268,95.95,60.42,2.61,32.09,1951,1.94,0.2,85700,105800,126900,41200,332,448,539,207,504,26.8,21.0,13.0,0,0,2.34,79.79,53.51,85.45,92.13,,17.5,922.6,2.09,0.0,0,0.0,4.0,25.4,4.0,25.4,5.0,31.75,121.0,768.3,522.0,3314.5,42.0,266.68,6.0,82.54,Westbrook,,Maine,
Newburghcity,NY,26454,2.94,34.81,51.25,0.51,23.22,26454,100.0,22224,71.12,13.06,14.34,25894,9989,12114,8255,3847,10149,6415.0,6455,6717,26.23,18.45,42.12,11.45,11.79,55.62,23.51,26.83,22.82,18.63,11.84,41.49,15.3,13.73,3.45,48.4,43.56,45.82,28.46,74.85,5.54,12.2,8.21,35.2,9.49,57.77,2,987,90.13,35.44,14.89,49.95,1939,18.93,0.85,81200,103100,125900,44700,347,452,541,194,533,33.2,25.8,17.1,160,9,12.1,65.2,49.06,83.03,90.6,,4.0,6681.0,3.99,0.0,5,19.49,26.0,101.33,142.0,553.43,226.0,880.82,528.0,2057.84,735.0,2864.6,53.0,206.56,22.0,1555.07,Newburgh,,New York,
Butlertownship,PA,17625,2.58,0.41,99.05,0.36,0.34,0,0.0,31503,70.25,5.42,26.6,37683,14716,14603,15156,20509,37688,1016.0,6290,1302,7.56,8.35,20.07,18.13,5.17,53.22,26.63,26.05,15.44,28.93,7.02,24.59,8.17,7.62,3.0,82.89,81.96,89.46,0.0,95.23,0.37,2.46,1.85,84.34,0.56,32.85,3,231,96.72,79.88,4.76,56.71,1958,1.22,0.17,46400,63000,81500,35100,225,308,379,154,377,23.9,15.6,11.6,0,0,1.78,89.0,70.14,91.39,95.95,,22.4,788.6,0.26,0.0,0,0.0,3.0,11.35,1.0,3.78,10.0,37.82,35.0,132.38,428.0,1618.82,34.0,128.6,0.0,52.95,Butler,,Pennsylvania,
Lindencity,NJ,36701,2.55,20.01,76.76,1.5,7.36,36701,100.0,35911,74.02,6.09,20.49,42634,16308,17418,13048,11204,14454,8838.0,13246,2049,5.63,13.14,31.78,12.16,6.69,59.11,23.78,17.99,18.8,19.77,8.28,31.38,10.24,9.33,3.09,73.35,69.1,86.42,9.49,74.38,4.38,4.9,3.39,64.64,3.18,48.67,3,548,96.33,61.22,1.09,40.15,1953,2.09,0.1,126500,151800,175800,49300,411,528,637,226,594,25.1,23.5,15.4,0,0,15.97,62.65,68.53,88.45,94.29,241.9,11.2,3278.7,5.81,9.68,1,2.72,8.0,21.77,90.0,244.88,96.0,261.2,359.0,976.79,982.0,2671.89,361.0,982.23,16.0,530.57,Linden,Derek Armstead,New Jersey,
Kalamazoocity,MI,80277,2.73,18.75,77.28,1.87,2.68,80277,100.0,23207,75.55,13.37,13.75,29869,11956,13501,6459,6103,9944,5908.0,6303,18621,26.23,6.86,20.41,29.79,9.17,56.5,17.61,33.84,13.01,28.8,10.26,49.1,13.6,12.06,3.03,57.08,53.51,63.47,27.87,92.82,0.84,5.65,3.42,50.72,3.25,55.9,2,2079,93.4,47.36,5.77,34.15,1953,6.94,0.25,32400,48600,72800,40400,273,357,447,174,403,30.1,17.8,14.4,192,0,4.72,68.59,37.68,67.15,89.14,416.7,25.5,3153.6,2.49,8.33,8,9.74,,,248.0,302.07,3332.0,4058.51,1308.0,1593.2,4082.0,4972.05,439.0,534.72,85.0,,Kalamazoo,David Anderson,Michigan,
ForestParkcity,GA,16925,2.68,19.14,76.84,2.43,2.69,16925,100.0,25982,80.57,5.83,16.71,29470,11946,12327,10883,18592,6383,14977.0,10880,1983,11.95,11.29,35.51,7.38,6.32,63.76,12.18,12.38,23.11,12.53,13.56,27.34,18.21,15.97,3.09,65.51,59.6,74.98,12.22,94.47,0.77,4.91,3.58,57.26,4.57,52.95,2,688,90.16,59.49,0.73,30.96,1961,6.9,0.69,45500,54000,64000,18500,333,376,432,99,477,28.6,19.5,13.0,0,0,3.68,65.13,52.89,72.48,88.06,,8.9,1900.8,2.33,0.0,4,23.94,13.0,77.8,87.0,520.65,123.0,736.09,285.0,1705.57,1166.0,6977.86,211.0,1262.72,14.0,1358.47,Forest Park,,Georgia,
Viennatown,VA,14852,2.8,4.11,84.71,9.27,4.78,14852,100.0,61271,86.77,1.57,22.9,64560,23729,25363,17242,23261,13022,16098.0,15802,459,3.1,4.44,10.16,45.16,2.5,72.97,4.65,26.07,4.29,45.8,7.41,30.42,9.6,8.51,3.1,85.0,81.76,94.34,31.86,79.61,4.69,5.01,3.92,79.65,3.15,14.78,3,164,97.0,81.02,1.83,28.66,1962,0.32,0.0,180700,208600,255100,74400,660,759,1001,341,930,27.1,22.2,11.9,0,0,15.55,23.6,55.7,70.32,77.68,,4.5,3285.8,8.94,0.0,1,6.27,3.0,18.81,4.0,25.08,7.0,43.9,66.0,413.9,379.0,2376.77,24.0,150.51,4.0,94.07,Vienna,,Virginia,
Westfieldtown,NJ,28870,2.81,4.58,91.47,3.53,2.04,28870,100.0,66760,82.78,1.75,15.18,77022,30748,31807,17543,41100,22637,11089.0,19636,513,1.79,3.91,8.81,53.58,2.99,67.62,15.21,31.41,4.74,49.04,4.26,26.78,6.93,5.66,3.15,89.45,88.09,98.62,16.99,88.45,1.29,3.59,2.87,85.49,0.64,20.17,3,299,97.18,81.28,0.67,42.14,1946,0.2,0.12,201800,257300,349300,147500,525,753,940,415,814,24.3,22.2,13.8,0,0,9.24,51.49,66.74,81.13,87.95,,7.0,4138.5,11.58,0.0,0,0.0,2.0,6.78,9.0,30.52,15.0,50.86,97.0,328.9,445.0,1508.88,97.0,328.9,1.0,88.16,Westfield,Scott Willis,New Jersey,
GrandTerracecity,CA,10946,2.84,3.77,80.2,5.87,18.19,10946,100.0,45127,86.38,6.4,16.48,49307,18940,19186,21432,32681,17729,15940.0,15082,393,3.64,2.88,12.4,26.84,4.24,69.99,9.48,33.36,10.1,38.54,9.81,26.07,13.12,11.52,3.2,79.44,76.43,90.89,8.73,84.27,0.74,5.9,4.56,73.65,4.54,33.7,3,202,95.02,70.94,0.5,16.83,1974,1.69,0.2,111600,137000,168100,56500,483,609,719,236,639,24.7,22.3,10.1,0,0,9.63,54.09,44.77,71.27,90.37,,3.6,3047.3,0.66,0.0,0,0.0,5.0,42.8,19.0,162.66,13.0,111.29,211.0,1806.35,306.0,2619.64,140.0,1198.53,0.0,316.75,Grand Terrace,,California,
Carsoncity,CA,83995,3.53,26.14,34.72,24.97,27.87,83995,100.0,43882,86.79,9.1,17.22,47387,13749,14907,15735,14550,12458,9272.0,9766,5790,6.95,12.8,28.65,17.06,7.17,64.75,27.23,20.11,17.05,21.14,8.65,34.56,12.58,10.68,3.86,76.49,65.66,85.37,11.12,58.38,7.02,18.36,15.11,78.39,20.72,43.71,3,633,97.41,78.99,3.32,21.33,1965,2.0,0.41,155100,188100,226400,71300,483,648,826,343,721,28.0,23.1,11.2,0,0,27.0,43.94,59.7,90.57,92.73,,19.5,4303.0,2.42,0.0,10,11.05,28.0,30.95,340.0,375.79,769.0,849.94,940.0,1038.94,1638.0,1810.4,1131.0,1250.04,44.0,1267.73,Carson,Lula Davis-Holmes,California,
